m49,iso,year,indicator_id,old_indicator_id,value
533,ABW,2017,1,#N/A,Not Available
533,ABW,2017,2,1217,0
533,ABW,2017,3,1210,No
533,ABW,2017,6,1216,1
533,ABW,2017,8,1304,Yes
533,ABW,2017,9,1311,Not Available
533,ABW,2017,10,1312,Not Available
533,ABW,2017,11,1313,Not Available
533,ABW,2017,12,1203,Yes
533,ABW,2017,13,1403,0
533,ABW,2017,14,1402,0
533,ABW,2017,16,1503,1.310305357
533,ABW,2017,18,1306,Not Available
533,ABW,2017,23,1215,No
533,ABW,2017,24,1213,Yes
533,ABW,2017,25,1214,Yes
533,ABW,2017,29,1315,Not Available
533,ABW,2017,31,1111,No
533,ABW,2017,32,1301,No
533,ABW,2017,34,1307,Not Available
533,ABW,2013,35,1106,
533,ABW,2014,35,1106,
533,ABW,2015,35,1106,
533,ABW,2016,35,1106,
533,ABW,2017,35,1106,
533,ABW,2017,36,1316,Not Available
533,ABW,2017,37,1501,0.859493256
533,ABW,2017,38,1317,Not Available
533,ABW,2017,41,1319,Not Available
533,ABW,2017,42,1108,No
533,ABW,2017,43,1303,0
533,ABW,2017,44,1320,Not Available
533,ABW,2017,45,1109,High Income
533,ABW,2017,46,1321,Not Available
533,ABW,2017,47,1322,Not Available
533,ABW,2018,48,35,1
533,ABW,2017,49,1112,No
533,ABW,2017,50,1212,Yes
533,ABW,2017,51,1603,Not Available
533,ABW,2017,52,1337,Not Available
533,ABW,2017,53,1604,Not Available
533,ABW,2017,54,1602,Not Available
533,ABW,2017,55,1605,Not Available
533,ABW,2017,56,1606,Not Available
533,ABW,2017,57,1323,Not Available
533,ABW,2017,58,1222,Not Available
533,ABW,2017,60,1202,No
533,ABW,2018,61,13,0
533,ABW,2018,63,47,0
533,ABW,2017,64,1326,Not Available
533,ABW,2018,66,,0
533,ABW,2017,70,1507,Not Available
533,ABW,2017,71,1509,Not Available
533,ABW,2017,72,1508,Not Available
533,ABW,2017,73,1511,Not Available
533,ABW,2017,74,1512,Not Available
533,ABW,2017,77,1114,http://www.cbs.aw/
533,ABW,2017,90,1206,Yes
533,ABW,2017,91,1502,Not Available
533,ABW,2017,92,1327,Not Available
533,ABW,2013,94,1105,103187
533,ABW,2014,94,1105,103795
533,ABW,2015,94,1105,104341
533,ABW,2016,94,1105,104822
533,ABW,2017,94,1105,105264
533,ABW,2017,97,1208,Yes
533,ABW,2017,99,1331,Not Available
533,ABW,2017,100,1207,Yes
533,ABW,2017,101,1514,Not Available
533,ABW,2017,102,1504,1.384168148
533,ABW,2017,103,1505,1.288703084
533,ABW,2017,104,1302,No
533,ABW,2017,109,1110,Yes
533,ABW,2018,110,,1
533,ABW,2017,114,1406,Not Available
533,ABW,2017,119,1305,Not Available
533,ABW,2017,125,1335,Not Available
533,ABW,2017,127,1401,Not Available
533,ABW,2017,129,1209,Yes
533,ABW,2017,130,1211,No
533,ABW,2017,133,1205,Yes
4,AFG,2017,1,1,1
4,AFG,2017,2,1217,9
4,AFG,2017,3,1210,Yes
4,AFG,2018,4,,0
4,AFG,2004,5,22,0
4,AFG,2005,5,22,0
4,AFG,2006,5,22,0
4,AFG,2007,5,22,0
4,AFG,2008,5,22,0
4,AFG,2009,5,22,0
4,AFG,2010,5,22,0
4,AFG,2011,5,22,0
4,AFG,2012,5,22,0
4,AFG,2013,5,22,0
4,AFG,2014,5,22,0
4,AFG,2015,5,22,0
4,AFG,2016,5,22,0
4,AFG,2017,5,22,0
4,AFG,2017,6,1216,17
4,AFG,2004,7,42,0
4,AFG,2005,7,42,0
4,AFG,2006,7,42,0
4,AFG,2007,7,42,0
4,AFG,2008,7,42,0
4,AFG,2009,7,42,0
4,AFG,2010,7,42,0
4,AFG,2011,7,42,0
4,AFG,2012,7,42,0
4,AFG,2013,7,42,1
4,AFG,2014,7,42,1
4,AFG,2015,7,42,1
4,AFG,2016,7,42,1
4,AFG,2017,7,42,1
4,AFG,2017,8,1304,No
4,AFG,2017,9,1311,1
4,AFG,2017,10,1312,0.33333
4,AFG,2017,11,1313,1
4,AFG,2017,12,1203,No
4,AFG,2017,13,1403,14
4,AFG,2017,14,1402,62894953.31
4,AFG,2004,15,12,0
4,AFG,2005,15,12,0
4,AFG,2006,15,12,0
4,AFG,2007,15,12,0
4,AFG,2008,15,12,0
4,AFG,2009,15,12,0
4,AFG,2010,15,12,0
4,AFG,2011,15,12,0
4,AFG,2012,15,12,0
4,AFG,2013,15,12,0
4,AFG,2014,15,12,0
4,AFG,2015,15,12,0
4,AFG,2016,15,12,0
4,AFG,2017,15,12,0
4,AFG,2017,16,1503,-1.340411186
4,AFG,2018,17,,1
4,AFG,2017,18,1306,2011
4,AFG,2018,19,,0
4,AFG,2018,20,,0
4,AFG,2018,21,,1
4,AFG,2018,22,,1
4,AFG,2017,23,1215,No
4,AFG,2017,24,1213,Yes
4,AFG,2017,25,1214,Yes
4,AFG,2018,26,,1
4,AFG,2018,27,,1
4,AFG,2018,28,,0
4,AFG,2017,29,1315,1
4,AFG,2018,30,,0
4,AFG,2017,31,1111,Yes
4,AFG,2017,32,1301,Yes
4,AFG,2018,33,,1
4,AFG,2017,34,1307,2002
4,AFG,2013,35,1106,638.6125432
4,AFG,2014,35,1106,629.3452504
4,AFG,2015,35,1106,569.5779229
4,AFG,2016,35,1106,561.7787463
4,AFG,2017,35,1106,585.8500638
4,AFG,2017,36,1316,1
4,AFG,2017,37,1501,-1.335604072
4,AFG,2017,38,1317,1
4,AFG,2004,40,32,1
4,AFG,2005,40,32,1
4,AFG,2006,40,32,1
4,AFG,2007,40,32,1
4,AFG,2008,40,32,1
4,AFG,2009,40,32,1
4,AFG,2010,40,32,1
4,AFG,2011,40,32,1
4,AFG,2012,40,32,1
4,AFG,2013,40,32,1
4,AFG,2014,40,32,1
4,AFG,2015,40,32,1
4,AFG,2016,40,32,1
4,AFG,2017,40,32,1
4,AFG,2017,41,1319,1
4,AFG,2017,42,1108,Yes
4,AFG,2017,43,1303,1
4,AFG,2017,44,1320,0
4,AFG,2017,45,1109,Least Developed
4,AFG,2017,46,1321,0
4,AFG,2017,47,1322,0
4,AFG,2018,48,35,0
4,AFG,2017,49,1112,Yes
4,AFG,2017,50,1212,Yes
4,AFG,2017,51,1603,Not Available
4,AFG,2017,52,1337,"Demographic and Health Survey, 2015"
4,AFG,2017,53,1604,Not Available
4,AFG,2017,54,1602,1979
4,AFG,2017,55,1605,2014
4,AFG,2017,56,1606,2000
4,AFG,2017,57,1323,1
4,AFG,2017,58,1222,Yes
4,AFG,2004,59,1,0
4,AFG,2005,59,1,20
4,AFG,2006,59,1,20
4,AFG,2007,59,1,20
4,AFG,2008,59,1,40
4,AFG,2009,59,1,30
4,AFG,2010,59,1,40
4,AFG,2011,59,1,40
4,AFG,2012,59,1,40
4,AFG,2013,59,1,50
4,AFG,2014,59,1,50
4,AFG,2015,59,1,40
4,AFG,2016,59,1,40
4,AFG,2017,59,1,40
4,AFG,2017,60,1202,Yes
4,AFG,2018,61,13,0
4,AFG,2004,62,28,0
4,AFG,2005,62,28,1
4,AFG,2006,62,28,1
4,AFG,2007,62,28,1
4,AFG,2008,62,28,1
4,AFG,2009,62,28,1
4,AFG,2010,62,28,1
4,AFG,2011,62,28,1
4,AFG,2012,62,28,1
4,AFG,2013,62,28,1
4,AFG,2014,62,28,1
4,AFG,2015,62,28,0
4,AFG,2016,62,28,0
4,AFG,2017,62,28,0
4,AFG,2018,63,47,1
4,AFG,2017,64,1326,0
4,AFG,2018,66,,1
4,AFG,2018,67,,0
4,AFG,2018,68,,0
4,AFG,2018,69,,0
4,AFG,2017,70,1507,Implementation
4,AFG,2017,71,1509,Afghanistan National Strategy for Statistics
4,AFG,2017,72,1508,Being designed
4,AFG,2017,73,1511,2010-15
4,AFG,2017,74,1512,2016-20
4,AFG,2018,75,,1
4,AFG,2018,76,,1
4,AFG,2017,77,1114,http://cso.gov.af/en
4,AFG,2015,78,6,53.6
4,AFG,2017,78,6,22.1
4,AFG,2015,79,6,66.7
4,AFG,2017,79,6,37
4,AFG,2015,80,6,21.4
4,AFG,2017,80,6,24.3
4,AFG,2015,81,6,41.1
4,AFG,2017,81,6,29.8
4,AFG,2015,82,6,42
4,AFG,2017,82,6,6
4,AFG,2015,83,6,18
4,AFG,2017,83,6,12
4,AFG,2015,84,6,30
4,AFG,2017,84,6,9
4,AFG,2015,85,6,20.2
4,AFG,2017,85,6,22.1
4,AFG,2015,86,6,36.2
4,AFG,2017,86,6,22.1
4,AFG,2015,87,6,55
4,AFG,2017,87,6,26.7
4,AFG,2015,88,6,21.3
4,AFG,2017,88,6,30
4,AFG,2015,89,6,38.1
4,AFG,2017,89,6,28.3
4,AFG,2017,90,1206,Yes
4,AFG,2017,91,1502,Yes
4,AFG,2018,91,,0
4,AFG,2017,92,1327,1
4,AFG,2004,93,2,53.33333
4,AFG,2005,93,2,53.33333
4,AFG,2006,93,2,56.66667
4,AFG,2007,93,2,63.33333
4,AFG,2008,93,2,66.66667
4,AFG,2009,93,2,70
4,AFG,2010,93,2,76.66667
4,AFG,2011,93,2,73.33333
4,AFG,2012,93,2,70
4,AFG,2013,93,2,70
4,AFG,2014,93,2,73.33333333
4,AFG,2015,93,2,73.3333
4,AFG,2016,93,2,73.3333
4,AFG,2017,93,2,73.3333
4,AFG,2013,94,1105,31731688
4,AFG,2014,94,1105,32758020
4,AFG,2015,94,1105,33736494
4,AFG,2016,94,1105,34656032
4,AFG,2017,94,1105,35530081
4,AFG,2004,95,27,0
4,AFG,2005,95,27,0
4,AFG,2006,95,27,0
4,AFG,2007,95,27,0
4,AFG,2008,95,27,0
4,AFG,2009,95,27,0
4,AFG,2010,95,27,0
4,AFG,2011,95,27,0
4,AFG,2012,95,27,0
4,AFG,2013,95,27,0
4,AFG,2014,95,27,0
4,AFG,2015,95,27,0
4,AFG,2016,95,27,0
4,AFG,2017,95,27,0
4,AFG,2004,96,32,0
4,AFG,2005,96,32,0
4,AFG,2006,96,32,0
4,AFG,2007,96,32,0
4,AFG,2008,96,32,0.5
4,AFG,2009,96,32,1
4,AFG,2010,96,32,1
4,AFG,2011,96,32,1
4,AFG,2012,96,32,1
4,AFG,2013,96,32,1
4,AFG,2014,96,32,1
4,AFG,2015,96,32,1
4,AFG,2016,96,32,1
4,AFG,2017,96,32,1
4,AFG,2017,97,1208,Yes
4,AFG,2018,98,,0
4,AFG,2017,99,1331,0
4,AFG,2017,100,1207,Yes
4,AFG,2017,101,1514,2008-13
4,AFG,2017,102,1504,-1.008351326
4,AFG,2017,103,1505,-1.592565298
4,AFG,2017,104,1302,No
4,AFG,2017,109,1110,No
4,AFG,2018,110,,0
4,AFG,2004,111,3,20
4,AFG,2005,111,3,20
4,AFG,2006,111,3,20
4,AFG,2007,111,3,20
4,AFG,2008,111,3,30
4,AFG,2009,111,3,40
4,AFG,2010,111,3,40
4,AFG,2011,111,3,40
4,AFG,2012,111,3,40
4,AFG,2013,111,3,40
4,AFG,2014,111,3,40
4,AFG,2015,111,3,40
4,AFG,2016,111,3,40
4,AFG,2017,111,3,40
4,AFG,2004,112,7,0
4,AFG,2005,112,7,0
4,AFG,2006,112,7,0
4,AFG,2007,112,7,0
4,AFG,2008,112,7,0
4,AFG,2009,112,7,0
4,AFG,2010,112,7,0
4,AFG,2011,112,7,0
4,AFG,2012,112,7,0
4,AFG,2013,112,7,0
4,AFG,2014,112,7,0
4,AFG,2015,112,7,0
4,AFG,2016,112,7,0
4,AFG,2017,112,7,0
4,AFG,2004,113,4,24.44444444
4,AFG,2005,113,4,31.11111111
4,AFG,2006,113,4,32.22222222
4,AFG,2007,113,4,34.44444444
4,AFG,2008,113,4,45.55555556
4,AFG,2009,113,4,46.66666667
4,AFG,2010,113,4,52.22222222
4,AFG,2011,113,4,51.11111111
4,AFG,2012,113,4,50
4,AFG,2013,113,4,53.33333333
4,AFG,2014,113,4,54.44444444
4,AFG,2015,113,4,51.1111
4,AFG,2016,113,4,51.1111
4,AFG,2017,113,4,51.1111
4,AFG,2017,114,1406,Not Available
4,AFG,2018,118,,1
4,AFG,2017,119,1305,SNA 1993
4,AFG,2017,120,10,0
4,AFG,2006,121,9,2069400
4,AFG,2007,121,9,6544508
4,AFG,2008,121,9,24088011.69
4,AFG,2009,121,9,3388811.571
4,AFG,2010,121,9,1337307.95
4,AFG,2011,121,9,18008549.57
4,AFG,2012,121,9,14652854.75
4,AFG,2013,121,9,64066331.26
4,AFG,2014,121,9,3020102.408
4,AFG,2015,121,9,622960.79
4,AFG,2016,121,9,1068881.85
4,AFG,2006-2008,123,9,32701919.69
4,AFG,2006-2015,122,9,137798838
4,AFG,2007-2009,123,9,34021331.27
4,AFG,2007-2016,122,9,136798319.8
4,AFG,2008-2010,123,9,28814131.22
4,AFG,2009-2011,123,9,22734669.09
4,AFG,2010-2012,123,9,33998712.27
4,AFG,2011-2013,123,9,96727735.58
4,AFG,2012-2014,123,9,81739288.41
4,AFG,2013-2015,123,9,67709394.45
4,AFG,2014-2016,123,9,4711945.048
4,AFG,2018,124,,0
4,AFG,2017,125,1335,1
4,AFG,2018,126,,0
4,AFG,2018,127,34,41.5
4,AFG,2017,127,1401,56.67
4,AFG,2018,128,,1
4,AFG,2017,129,1209,Yes
4,AFG,2017,130,1211,No
4,AFG,2004,131,8,0
4,AFG,2005,131,8,0
4,AFG,2006,131,8,0
4,AFG,2007,131,8,0
4,AFG,2008,131,8,0
4,AFG,2009,131,8,0
4,AFG,2010,131,8,0
4,AFG,2011,131,8,0
4,AFG,2012,131,8,0
4,AFG,2013,131,8,0
4,AFG,2014,131,8,0
4,AFG,2015,131,8,0
4,AFG,2016,131,8,0
4,AFG,2017,131,8,0
4,AFG,2018,132,,1
4,AFG,2018,134,,0
4,AFG,2017,133,1205,Yes
24,AGO,2017,1,1,1
24,AGO,2017,2,1217,12
24,AGO,2017,3,1210,Yes
24,AGO,2018,4,,0
24,AGO,2004,5,22,0
24,AGO,2005,5,22,0
24,AGO,2006,5,22,0
24,AGO,2007,5,22,0
24,AGO,2008,5,22,0
24,AGO,2009,5,22,0
24,AGO,2010,5,22,0
24,AGO,2011,5,22,0
24,AGO,2012,5,22,0
24,AGO,2013,5,22,0
24,AGO,2014,5,22,0
24,AGO,2015,5,22,0
24,AGO,2016,5,22,0
24,AGO,2017,5,22,0
24,AGO,2017,6,1216,18
24,AGO,2004,7,42,0
24,AGO,2005,7,42,0
24,AGO,2006,7,42,0
24,AGO,2007,7,42,0
24,AGO,2008,7,42,1
24,AGO,2009,7,42,1
24,AGO,2010,7,42,1
24,AGO,2011,7,42,1
24,AGO,2012,7,42,1
24,AGO,2013,7,42,1
24,AGO,2014,7,42,1
24,AGO,2015,7,42,1
24,AGO,2016,7,42,1
24,AGO,2017,7,42,1
24,AGO,2017,8,1304,No
24,AGO,2017,9,1311,1
24,AGO,2017,10,1312,0.33333
24,AGO,2017,11,1313,1
24,AGO,2017,12,1203,No
24,AGO,2017,13,1403,2
24,AGO,2017,14,1402,11810940.54
24,AGO,2004,15,12,1
24,AGO,2005,15,12,1
24,AGO,2006,15,12,1
24,AGO,2007,15,12,1
24,AGO,2008,15,12,1
24,AGO,2009,15,12,1
24,AGO,2010,15,12,1
24,AGO,2011,15,12,1
24,AGO,2012,15,12,1
24,AGO,2013,15,12,1
24,AGO,2014,15,12,1
24,AGO,2015,15,12,1
24,AGO,2016,15,12,1
24,AGO,2017,15,12,1
24,AGO,2017,16,1503,-1.396892667
24,AGO,2018,17,,1
24,AGO,2017,18,1306,2010
24,AGO,2018,19,,0
24,AGO,2018,20,,0
24,AGO,2018,21,,1
24,AGO,2018,22,,1
24,AGO,2017,23,1215,No
24,AGO,2017,24,1213,Yes
24,AGO,2017,25,1214,Yes
24,AGO,2018,26,,1
24,AGO,2018,27,,1
24,AGO,2018,28,,0
24,AGO,2017,29,1315,1
24,AGO,2018,30,,0
24,AGO,2017,31,1111,No
24,AGO,2017,32,1301,Yes
24,AGO,2018,33,,1
24,AGO,2017,34,1307,2002
24,AGO,2013,35,1106,4804.633826
24,AGO,2014,35,1106,4707.578098
24,AGO,2015,35,1106,3683.552607
24,AGO,2016,35,1106,3308.772828
24,AGO,2017,35,1106,4170.31228
24,AGO,2017,36,1316,0.33333
24,AGO,2017,37,1501,-1.012035728
24,AGO,2017,38,1317,0
24,AGO,2008,39,30,19.3
24,AGO,2009,39,30,21.6
24,AGO,2010,39,30,21.6
24,AGO,2011,39,30,23.1
24,AGO,2012,39,30,24.6
24,AGO,2013,39,30,23.1
24,AGO,2014,39,30,23.9
24,AGO,2015,39,30,23.1
24,AGO,2016,39,30,19.3
24,AGO,2017,39,30,21.6
24,AGO,2004,40,32,1
24,AGO,2005,40,32,1
24,AGO,2006,40,32,1
24,AGO,2007,40,32,0.5
24,AGO,2008,40,32,0
24,AGO,2009,40,32,0.5
24,AGO,2010,40,32,0.5
24,AGO,2011,40,32,0.5
24,AGO,2012,40,32,0.5
24,AGO,2013,40,32,0
24,AGO,2014,40,32,0.5
24,AGO,2015,40,32,0.5
24,AGO,2016,40,32,0.5
24,AGO,2017,40,32,1
24,AGO,2017,41,1319,1
24,AGO,2017,42,1108,No
24,AGO,2017,43,1303,0
24,AGO,2017,44,1320,0
24,AGO,2017,45,1109,Least Developed
24,AGO,2017,46,1321,0.33333
24,AGO,2017,47,1322,0
24,AGO,2018,48,35,0
24,AGO,2017,49,1112,No
24,AGO,2017,50,1212,No
24,AGO,2017,51,1603,Not Available
24,AGO,2017,52,1337,"Demographic and Health Survey, 2015"
24,AGO,2017,53,1604,Not Available
24,AGO,2017,54,1602,2014
24,AGO,2017,55,1605,Not Available
24,AGO,2017,56,1606,2005
24,AGO,2017,57,1323,0.33333
24,AGO,2017,58,1222,No
24,AGO,2004,59,1,30
24,AGO,2005,59,1,40
24,AGO,2006,59,1,40
24,AGO,2007,59,1,40
24,AGO,2008,59,1,50
24,AGO,2009,59,1,40
24,AGO,2010,59,1,40
24,AGO,2011,59,1,40
24,AGO,2012,59,1,50
24,AGO,2013,59,1,60
24,AGO,2014,59,1,60
24,AGO,2015,59,1,40
24,AGO,2016,59,1,30
24,AGO,2017,59,1,30
24,AGO,2017,60,1202,Yes
24,AGO,2018,61,13,1
24,AGO,2004,62,28,1
24,AGO,2005,62,28,1
24,AGO,2006,62,28,1
24,AGO,2007,62,28,1
24,AGO,2008,62,28,1
24,AGO,2009,62,28,0
24,AGO,2010,62,28,0
24,AGO,2011,62,28,0
24,AGO,2012,62,28,0
24,AGO,2013,62,28,1
24,AGO,2014,62,28,1
24,AGO,2015,62,28,0
24,AGO,2016,62,28,0
24,AGO,2017,62,28,0
24,AGO,2018,63,47,1
24,AGO,2017,64,1326,0
24,AGO,2018,66,,1
24,AGO,2018,67,,1
24,AGO,2018,68,,1
24,AGO,2018,69,,1
24,AGO,2017,70,1507,Implementation
24,AGO,2017,71,1509,Plano Estatistico Nacional de Medio Prazo
24,AGO,2017,72,1508,Not yet planned
24,AGO,2017,73,1511,2015-25
24,AGO,2017,74,1512,Not Available
24,AGO,2018,75,,1
24,AGO,2018,76,,1
24,AGO,2017,77,1114,http://www.ine.gov.ao/
24,AGO,2015,78,6,22.3
24,AGO,2016,78,6,22.2
24,AGO,2017,78,6,18.2
24,AGO,2015,79,6,25.9
24,AGO,2016,79,6,25.9
24,AGO,2017,79,6,24.1
24,AGO,2015,80,6,7.1
24,AGO,2016,80,6,22.9
24,AGO,2017,80,6,25.7
24,AGO,2015,81,6,15.3
24,AGO,2016,81,6,24.2
24,AGO,2017,81,6,25
24,AGO,2015,82,6,8
24,AGO,2016,82,6,14
24,AGO,2017,82,6,14
24,AGO,2015,83,6,6
24,AGO,2016,83,6,16
24,AGO,2017,83,6,16
24,AGO,2015,84,6,7
24,AGO,2016,84,6,15
24,AGO,2017,84,6,15
24,AGO,2015,85,6,9
24,AGO,2016,85,6,23
24,AGO,2017,85,6,23.2
24,AGO,2015,86,6,15.4
24,AGO,2016,86,6,22.6
24,AGO,2017,86,6,20.8
24,AGO,2015,87,6,33.8
24,AGO,2016,87,6,27.5
24,AGO,2017,87,6,17.8
24,AGO,2015,88,6,13.8
24,AGO,2016,88,6,30
24,AGO,2017,88,6,27.8
24,AGO,2015,89,6,23.8
24,AGO,2016,89,6,28.8
24,AGO,2017,89,6,22.8
24,AGO,2017,90,1206,Yes
24,AGO,2017,91,1502,Not Available
24,AGO,2018,91,,0
24,AGO,2017,92,1327,1
24,AGO,2004,93,2,63.33333
24,AGO,2005,93,2,66.66667
24,AGO,2006,93,2,66.66667
24,AGO,2007,93,2,66.66667
24,AGO,2008,93,2,66.66667
24,AGO,2009,93,2,66.66667
24,AGO,2010,93,2,66.66667
24,AGO,2011,93,2,73.33333
24,AGO,2012,93,2,80
24,AGO,2013,93,2,83.33333333
24,AGO,2014,93,2,76.66666667
24,AGO,2015,93,2,73.3333
24,AGO,2016,93,2,66.6665
24,AGO,2017,93,2,66.6665
24,AGO,2013,94,1105,25998340
24,AGO,2014,94,1105,26920466
24,AGO,2015,94,1105,27859305
24,AGO,2016,94,1105,28813463
24,AGO,2017,94,1105,29784193
24,AGO,2004,95,27,0
24,AGO,2005,95,27,0
24,AGO,2006,95,27,0
24,AGO,2007,95,27,0
24,AGO,2008,95,27,0
24,AGO,2009,95,27,0
24,AGO,2010,95,27,0
24,AGO,2011,95,27,0
24,AGO,2012,95,27,0
24,AGO,2013,95,27,0
24,AGO,2014,95,27,0
24,AGO,2015,95,27,1
24,AGO,2016,95,27,1
24,AGO,2017,95,27,1
24,AGO,2004,96,32,0.5
24,AGO,2005,96,32,0.5
24,AGO,2006,96,32,0.5
24,AGO,2007,96,32,0.5
24,AGO,2008,96,32,0.5
24,AGO,2009,96,32,1
24,AGO,2010,96,32,1
24,AGO,2011,96,32,1
24,AGO,2012,96,32,0.5
24,AGO,2013,96,32,0
24,AGO,2014,96,32,0
24,AGO,2015,96,32,0
24,AGO,2016,96,32,0
24,AGO,2017,96,32,0
24,AGO,2017,97,1208,Yes
24,AGO,2018,98,,1
24,AGO,2017,99,1331,0.33333
24,AGO,2017,100,1207,Yes
24,AGO,2017,101,1514,2003-08
24,AGO,2017,102,1504,-0.908263743
24,AGO,2017,103,1505,-1.069294453
24,AGO,2017,104,1302,No
24,AGO,2006-2016,105,14,0.294789173
24,AGO,2006-2016,106,17,0.35522062
24,AGO,2006-2016,108,15,0.349990207
24,AGO,2017,109,1110,No
24,AGO,2018,110,,0
24,AGO,2004,111,3,30
24,AGO,2005,111,3,30
24,AGO,2006,111,3,30
24,AGO,2007,111,3,20
24,AGO,2008,111,3,10
24,AGO,2009,111,3,30
24,AGO,2010,111,3,30
24,AGO,2011,111,3,30
24,AGO,2012,111,3,20
24,AGO,2013,111,3,0
24,AGO,2014,111,3,10
24,AGO,2015,111,3,30
24,AGO,2016,111,3,30
24,AGO,2017,111,3,40
24,AGO,2004,112,7,0
24,AGO,2005,112,7,0
24,AGO,2006,112,7,0
24,AGO,2007,112,7,0
24,AGO,2008,112,7,0
24,AGO,2009,112,7,0
24,AGO,2010,112,7,0
24,AGO,2011,112,7,0
24,AGO,2012,112,7,0
24,AGO,2013,112,7,0
24,AGO,2014,112,7,0
24,AGO,2015,112,7,0
24,AGO,2016,112,7,0
24,AGO,2017,112,7,0
24,AGO,2004,113,4,41.11111111
24,AGO,2005,113,4,45.55555556
24,AGO,2006,113,4,45.55555556
24,AGO,2007,113,4,42.22222222
24,AGO,2008,113,4,42.22222222
24,AGO,2009,113,4,45.55555556
24,AGO,2010,113,4,45.55555556
24,AGO,2011,113,4,47.77777778
24,AGO,2012,113,4,50
24,AGO,2013,113,4,47.77777778
24,AGO,2014,113,4,48.88888889
24,AGO,2015,113,4,47.77776667
24,AGO,2016,113,4,42.22216667
24,AGO,2017,113,4,45.5555
24,AGO,2017,114,1406,24.85
24,AGO,2016,115,33,5.67
24,AGO,2016,116,33,0
24,AGO,2016,117,33,1.3
24,AGO,2018,118,,1
24,AGO,2017,119,1305,SNA 1993
24,AGO,2006,121,9,195924.65
24,AGO,2007,121,9,692205.23
24,AGO,2008,121,9,2527381.56
24,AGO,2009,121,9,453520
24,AGO,2010,121,9,428009.62
24,AGO,2011,121,9,302477.79
24,AGO,2012,121,9,168117.02
24,AGO,2013,121,9,46743
24,AGO,2014,121,9,
24,AGO,2015,121,9,760799.05
24,AGO,2016,121,9,503444.67
24,AGO,2006-2008,123,9,3415511.44
24,AGO,2006-2015,122,9,5575177.92
24,AGO,2007-2009,123,9,3673106.79
24,AGO,2007-2016,122,9,5882697.94
24,AGO,2008-2010,123,9,3408911.18
24,AGO,2009-2011,123,9,1184007.41
24,AGO,2010-2012,123,9,898604.43
24,AGO,2011-2013,123,9,517337.81
24,AGO,2012-2014,123,9,214860.02
24,AGO,2013-2015,123,9,807542.05
24,AGO,2014-2016,123,9,1264243.72
24,AGO,2018,124,,0
24,AGO,2017,125,1335,0
24,AGO,2018,126,,0
24,AGO,2017,127,1401,Not Available
24,AGO,2018,128,,1
24,AGO,2017,129,1209,Yes
24,AGO,2017,130,1211,Yes
24,AGO,2004,131,8,0
24,AGO,2005,131,8,0
24,AGO,2006,131,8,0
24,AGO,2007,131,8,0
24,AGO,2008,131,8,0
24,AGO,2009,131,8,0
24,AGO,2010,131,8,0
24,AGO,2011,131,8,0
24,AGO,2012,131,8,0
24,AGO,2013,131,8,0
24,AGO,2014,131,8,0
24,AGO,2015,131,8,0
24,AGO,2016,131,8,0
24,AGO,2017,131,8,0
24,AGO,2017,133,1205,Yes
24,AGO,2018,132,,1
24,AGO,2018,134,,1
660,AIA,2017,1,#N/A,Not Available
660,AIA,2017,2,1217,1
660,AIA,2017,3,1210,No
660,AIA,2018,4,,0
660,AIA,2017,6,1216,1
660,AIA,2017,8,1304,No
660,AIA,2017,9,1311,Not Available
660,AIA,2017,10,1312,Not Available
660,AIA,2017,11,1313,Not Available
660,AIA,2017,12,1203,Yes
660,AIA,2017,13,1403,0
660,AIA,2017,14,1402,14411
660,AIA,2017,16,1503,1.246002793
660,AIA,2018,17,,0
660,AIA,2017,18,1306,Not Available
660,AIA,2018,19,,0
660,AIA,2018,20,,1
660,AIA,2018,21,,0
660,AIA,2018,22,,0
660,AIA,2017,23,1215,No
660,AIA,2017,24,1213,Yes
660,AIA,2017,25,1214,Yes
660,AIA,2018,26,,1
660,AIA,2018,27,,1
660,AIA,2018,28,,0
660,AIA,2017,29,1315,Not Available
660,AIA,2018,30,,0
660,AIA,2017,31,1111,No
660,AIA,2017,32,1301,No
660,AIA,2018,33,,0
660,AIA,2017,34,1307,Not Available
660,AIA,2017,36,1316,Not Available
660,AIA,2017,37,1501,0.981314778
660,AIA,2017,38,1317,Not Available
660,AIA,2017,41,1319,Not Available
660,AIA,2017,42,1108,No
660,AIA,2017,43,1303,0
660,AIA,2017,44,1320,Not Available
660,AIA,2017,45,1109,Upper Middle Income
660,AIA,2017,46,1321,Not Available
660,AIA,2017,47,1322,Not Available
660,AIA,2018,48,35,0
660,AIA,2017,49,1112,No
660,AIA,2017,50,1212,Yes
660,AIA,2017,51,1603,Not Available
660,AIA,2017,52,1337,Not Available
660,AIA,2017,53,1604,Not Available
660,AIA,2017,54,1602,Not Available
660,AIA,2017,55,1605,Not Available
660,AIA,2017,56,1606,Not Available
660,AIA,2017,57,1323,Not Available
660,AIA,2017,58,1222,No
660,AIA,2017,60,1202,No
660,AIA,2018,61,13,0
660,AIA,2018,63,47,0
660,AIA,2017,64,1326,Not Available
660,AIA,2018,66,,0
660,AIA,2018,67,,1
660,AIA,2018,68,,0
660,AIA,2018,69,,0
660,AIA,2017,70,1507,No Strategy
660,AIA,2017,71,1509,Not Available
660,AIA,2017,72,1508,Not yet planned
660,AIA,2017,73,1511,Not Available
